il,ad,tur,mutfak,telefon,website,instagram,saatler,bahce,wifi,adres,ilce,mahalle,lat,lon,harita,osm_id
Adana,Mantımania,restaurant,turkish,,https://www.instagram.com/mantimaniagurselpasa/,,Mo-Su 10:00-22:00,,,Aliya İzzet Begoviç Bulvarı 25,Seyhan,,37.0219419,35.2612525,"https://www.google.com/maps/search/?api=1&query=37.0219419,35.2612525",node/11395060432
Adana,Many fish restaurants,restaurant,,,,,,,,,,,36.9841834,35.3238428,"https://www.google.com/maps/search/?api=1&query=36.9841834,35.3238428",node/12151747780
Adana,Maves Cafe,bar,,,,,24/7,yes,wlan,63006. Sokak 01120,Seyhan,Cemalpaşa,37.0008857,35.3265753,"https://www.google.com/maps/search/?api=1&query=37.0008857,35.3265753",node/12652191652
Adana,McDonald's,fast_food,burger,,,,,,,,,,36.9909837,35.3396685,"https://www.google.com/maps/search/?api=1&query=36.9909837,35.3396685",node/3581454000
Adana,McDonald's,fast_food,burger,4446262,https://www.mcdonalds.com.tr/,,Mo-Su 10:00-02:00,,,Bülent Angın Bulvarı 126,Çukurova,Beyazevler Mahallesi,37.0304968,35.3140166,"https://www.google.com/maps/search/?api=1&query=37.0304968,35.3140166",node/7418639022
Adana,McDonald's,fast_food,burger,,,,,yes,,,,,37.0424649,35.2847055,"https://www.google.com/maps/search/?api=1&query=37.0424649,35.2847055",way/1230371311
Adana,Mekan Cafe,cafe,,,,,,,,,,,37.0310962,35.3151778,"https://www.google.com/maps/search/?api=1&query=37.0310962,35.3151778",node/7473590256
Adana,Mersin Et Tantuni,restaurant,turkish,+903222311199,,,,,,Şehitler Bulvarı 87,Çukurova,Toros Mahallesi,37.0449066,35.3004205,"https://www.google.com/maps/search/?api=1&query=37.0449066,35.3004205",node/12638536837
Adana,Metin Usta Döner,restaurant,,,,,,,,,,,36.9997688,35.3225136,"https://www.google.com/maps/search/?api=1&query=36.9997688,35.3225136",node/4570930253
Adana,Mezzevari,restaurant,,,,,,,,,,,37.0492789,35.2895474,"https://www.google.com/maps/search/?api=1&query=37.0492789,35.2895474",node/11970162104
Adana,Midyeci Ahmet,restaurant,seafood,,,,,yes,,,,,37.0389157,35.3154868,"https://www.google.com/maps/search/?api=1&query=37.0389157,35.3154868",node/11422509467
Adana,Mis Döner,fast_food,doner,,,,,,,,,,37.0377872,35.2795375,"https://www.google.com/maps/search/?api=1&query=37.0377872,35.2795375",node/13507597358
Adana,MOLA,restaurant,,,,,,,,,,,37.0297938,35.2038803,"https://www.google.com/maps/search/?api=1&query=37.0297938,35.2038803",way/113988393
Adana,Muhtarın Yeri,restaurant,kebab,,,,,,,,,,37.1867144,35.8124501,"https://www.google.com/maps/search/?api=1&query=37.1867144,35.8124501",way/1307931028
Adana,Müze Kebap Hastat,restaurant,kebab,,,,,,,,,,36.9864310,35.2550424,"https://www.google.com/maps/search/?api=1&query=36.9864310,35.2550424",node/13013693443
Adana,Mıstık Usta Tesisleri,restaurant,,,,,,yes,,,,,37.0051459,35.7042738,"https://www.google.com/maps/search/?api=1&query=37.0051459,35.7042738",node/3347407377
Adana,Mıstık Usta Tesisleri,restaurant,,,,,,,,,,,37.0030353,35.7030588,"https://www.google.com/maps/search/?api=1&query=37.0030353,35.7030588",node/3347407384
Adana,Nargile Cafe,cafe,,,,,,,,,,,36.9889751,35.3242136,"https://www.google.com/maps/search/?api=1&query=36.9889751,35.3242136",node/4567566069
Adana,Nazcaa Cafe,cafe,,,,,,,,,,,37.0299420,35.3147765,"https://www.google.com/maps/search/?api=1&query=37.0299420,35.3147765",node/7418533994
Adana,O Ses Çiğköfte,fast_food,,,,,,,,,,,36.9902351,35.3257090,"https://www.google.com/maps/search/?api=1&query=36.9902351,35.3257090",node/4571038169
Adana,O Ses Çiğköfte,fast_food,,,,,,,,,,,37.0286123,35.3138605,"https://www.google.com/maps/search/?api=1&query=37.0286123,35.3138605",node/7418471305
Adana,OHan Pizza,fast_food,pizza,,,,,,,,,,37.0348952,35.2603411,"https://www.google.com/maps/search/?api=1&query=37.0348952,35.2603411",node/6813458548
Adana,Ortaköy Çorbacısı,restaurant,turkish,,,ortakoyadana,Mo-Su 06:00-02:00,,,Turgut Özal Bulvarı (Merkezi) 111,,,37.0456812,35.3059891,"https://www.google.com/maps/search/?api=1&query=37.0456812,35.3059891",node/12569206201
Adana,Ozgelinkaya,cafe,,,,,,,,,,,36.9901603,35.3216080,"https://www.google.com/maps/search/?api=1&query=36.9901603,35.3216080",node/11288873969
Adana,Park Kebap,fast_food,,,,,,,,,,,36.9987690,35.3122728,"https://www.google.com/maps/search/?api=1&query=36.9987690,35.3122728",node/12802378601
Adana,Perhan Abla Ev Yemekleri,restaurant,,,,,,,,4334 Sokak 7,Yüreğir,Kışla Mh.,37.0144506,35.3386571,"https://www.google.com/maps/search/?api=1&query=37.0144506,35.3386571",node/7234325284
Adana,Piton Döner,restaurant,turkish,,,,,,,,,,37.0409744,35.3146054,"https://www.google.com/maps/search/?api=1&query=37.0409744,35.3146054",node/11422511369
Adana,PIZZA,restaurant,,,,,,,,,,,36.9977320,35.3208592,"https://www.google.com/maps/search/?api=1&query=36.9977320,35.3208592",node/8295856017
Adana,Pizza Pan,restaurant,pizza,+90 322 234 0404,https://www.instagram.com/tr.pizzapan,,We-Mo 11:00-04:00,yes,yes,51173 Sokak,Seyhan,İsmetpaşa Mahallesi,37.0084930,35.2777895,"https://www.google.com/maps/search/?api=1&query=37.0084930,35.2777895",node/12624303092
Adana,Pizza Taksi,restaurant,pizza,,,,,,,,,,37.0410732,35.3022649,"https://www.google.com/maps/search/?api=1&query=37.0410732,35.3022649",node/11554074094
Adana,Pizza Taxi,fast_food,pizza,,,,,,,,,,37.0554928,35.2765964,"https://www.google.com/maps/search/?api=1&query=37.0554928,35.2765964",node/9963297740
Adana,Pizza Taxi Cumhuriyet,restaurant,pizza;fast_food;içli köfte,+90 322 323 39 39,https://www.pizzataxi.com.tr/,,Mo-Su 10:00-22:00,,,Karataş Bulvarı 33/1,Yüreğir,"Cumhuriyet, Karataş Bulvarı no: 33/1",36.9845546,35.3381086,"https://www.google.com/maps/search/?api=1&query=36.9845546,35.3381086",way/1137188646
Adana,Pizza Üni,fast_food,pizza,,,,,,,,,,37.0593956,35.3594571,"https://www.google.com/maps/search/?api=1&query=37.0593956,35.3594571",node/642354649
Adana,Pizzeria Regna,restaurant,pizza,,,,,,,64009. Sokak,,Kurtuluş,36.9986850,35.3192147,"https://www.google.com/maps/search/?api=1&query=36.9986850,35.3192147",node/13232688307
Adana,Polen Dürümmatik,fast_food,,,,,,,,,,,37.0285695,35.3134514,"https://www.google.com/maps/search/?api=1&query=37.0285695,35.3134514",node/7418521032
Adana,Popeyes,fast_food,chicken,,,,,,,Hacı Sabancı bulvarı,Yüreğir,Sinanpaşa,36.9909992,35.3400608,"https://www.google.com/maps/search/?api=1&query=36.9909992,35.3400608",node/13393834593
Adana,Pozantı Dinlenme Tesisleri,restaurant,,,,,,,,,,,37.0304300,35.3963154,"https://www.google.com/maps/search/?api=1&query=37.0304300,35.3963154",node/4348797391
Adana,Prag Cake,restaurant,,,,,,,,,,,37.0492292,35.2898561,"https://www.google.com/maps/search/?api=1&query=37.0492292,35.2898561",node/11970129454
Adana,REGS CAFE,restaurant,,,,,,,,,,,37.0212698,35.3140671,"https://www.google.com/maps/search/?api=1&query=37.0212698,35.3140671",node/10703769046
Adana,Road Burger,fast_food,burger,,,,,,,,,,37.0277750,35.3146813,"https://www.google.com/maps/search/?api=1&query=37.0277750,35.3146813",node/7418471294
Adana,Roadsstar Coffee & Store,cafe,,+90 542 334 34 43,,,Mo-Sa 10:00-20:00,,wlan,Bülent Ecevit Bulvari,Seyhan,"2000 Evleri, Botanik Evler",37.0285454,35.2733933,"https://www.google.com/maps/search/?api=1&query=37.0285454,35.2733933",node/9812161177
Adana,Rootraft Coffee,cafe,,,,,,,,,,,37.0531384,35.2975821,"https://www.google.com/maps/search/?api=1&query=37.0531384,35.2975821",node/11394661811
Adana,Rovers Gastropub & Live Music,restaurant,,+905405077777,https://www.rovers.com.tr/,,Mo-Su 09:00-03:00,,,Adnan Kahveci Bulvarı,Adana,,37.0329187,35.3182432,"https://www.google.com/maps/search/?api=1&query=37.0329187,35.3182432",way/1306303713
Adana,S. S. Çukurova Gülen Yüzler Kadın Tüketim Kooperatifi,restaurant,sıkma,,,,,,,,,,37.0474360,35.2905136,"https://www.google.com/maps/search/?api=1&query=37.0474360,35.2905136",node/11556490937
Adana,Saklıbahçe,restaurant,turkish,,,,,,,,,,37.6159651,34.9718817,"https://www.google.com/maps/search/?api=1&query=37.6159651,34.9718817",node/6452336289
Adana,Sanat Kahvesi,cafe,,,,,,,,,,,36.9943468,35.3264356,"https://www.google.com/maps/search/?api=1&query=36.9943468,35.3264356",node/4396333767
Adana,Sefa Cafe,cafe,,,,,,,,,,,36.9633986,35.3165613,"https://www.google.com/maps/search/?api=1&query=36.9633986,35.3165613",node/7903232391
Adana,Sekiz Pasta & Café,cafe,bagel;breakfast;cake;coffee_shop;tea,+90 322 233 24 44,,,Mo-Su 06:00-00:00,,,81012 2,Çukurova,Güzelyalı Mahallesi,37.0336332,35.3185615,"https://www.google.com/maps/search/?api=1&query=37.0336332,35.3185615",node/12346502401
Adana,Sercan Kebap,restaurant,,,,,,,wlan,,,,37.0547173,35.2879682,"https://www.google.com/maps/search/?api=1&query=37.0547173,35.2879682",node/5931289385
Adana,Seren Cafe,cafe,,,,,,,,,,,36.9891380,35.3255326,"https://www.google.com/maps/search/?api=1&query=36.9891380,35.3255326",node/4567552014
Adana,Simit Sarayı,cafe,,,,,,,,,,,36.9902493,35.3258477,"https://www.google.com/maps/search/?api=1&query=36.9902493,35.3258477",node/4567517440
Adana,Son Durak,pub,,,,,,,,,,,37.0626199,35.3569692,"https://www.google.com/maps/search/?api=1&query=37.0626199,35.3569692",node/638216690
Adana,Soulmate Coffee & Bakery,cafe,,,,,,,,,,,37.0306294,35.3157243,"https://www.google.com/maps/search/?api=1&query=37.0306294,35.3157243",node/7473577320
Adana,Spor cafe,restaurant,,,,,,,,,,,37.0549944,35.3585544,"https://www.google.com/maps/search/?api=1&query=37.0549944,35.3585544",node/628077506
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.com.tr,,,,,Optimum Outlet,,,36.9912042,35.3398078,"https://www.google.com/maps/search/?api=1&query=36.9912042,35.3398078",node/1889481666
Adana,Starbucks,cafe,coffee_shop,+90 322 457 94 95,https://www.starbucks.co.uk/store-locator/3030-142267/ziya-pasa-bulvari-no:15,,,,no,,,,37.0008760,35.3201917,"https://www.google.com/maps/search/?api=1&query=37.0008760,35.3201917",node/7695202677
Adana,Starbucks,cafe,coffee_shop,+90 322 271 04 57,https://www.starbucks.co.uk/store-locator/3165-143231/m1-avm-adana,,,,no,,,,37.0178311,35.2417746,"https://www.google.com/maps/search/?api=1&query=37.0178311,35.2417746",node/11607543166
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/55361-289212/turgut-ozal-bulvari-no:70,,,,no,,,,37.0458100,35.3077811,"https://www.google.com/maps/search/?api=1&query=37.0458100,35.3077811",node/11607559786
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/60437-294709/kurttepe,,,,no,,,,37.0487941,35.2880395,"https://www.google.com/maps/search/?api=1&query=37.0487941,35.2880395",node/11607565016
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/60995-295366/01-burda-avm,,,,no,,,,36.9935063,35.3073681,"https://www.google.com/maps/search/?api=1&query=36.9935063,35.3073681",node/11607571681
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/68745-303851/adana-sehir-hastanesi,,,,no,,,,37.0276476,35.3465321,"https://www.google.com/maps/search/?api=1&query=37.0276476,35.3465321",node/11607572161
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/49115-267118/turkmenbasi,,,,no,,,,37.0231502,35.2792513,"https://www.google.com/maps/search/?api=1&query=37.0231502,35.2792513",node/11607575212
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/69030-304273/dr-sadik-ahmet-bulvari-no-91,,,,no,,,,37.0520416,35.2525829,"https://www.google.com/maps/search/?api=1&query=37.0520416,35.2525829",node/11607582249
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/68733-303850/sehitler-bulvari-no-70,,,,no,,,,37.0435065,35.3020039,"https://www.google.com/maps/search/?api=1&query=37.0435065,35.3020039",node/11607603520
Adana,Starbucks,cafe,coffee_shop,+90 312 281 07 87,,,,,no,,,,36.9909135,35.3402989,"https://www.google.com/maps/search/?api=1&query=36.9909135,35.3402989",node/11607623901
Adana,Starbucks,cafe,coffee_shop,,,,,,no,,,,37.0017044,35.3272009,"https://www.google.com/maps/search/?api=1&query=37.0017044,35.3272009",node/11607639705
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/47201-257208/gazipasa,,,,no,,,,37.0012781,35.3245712,"https://www.google.com/maps/search/?api=1&query=37.0012781,35.3245712",node/11607640663
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/23681-232564/turgut-ozal-no-44,,,,no,,,,37.0484820,35.2954977,"https://www.google.com/maps/search/?api=1&query=37.0484820,35.2954977",node/11607641102
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/59338-293551/aliya-izzetbegovic-bulvari-no:,,,,no,,,,37.0216585,35.2612314,"https://www.google.com/maps/search/?api=1&query=37.0216585,35.2612314",node/11607641306
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/61232-295647/m1-avm-outdoor-adana,,,,no,,,,37.0167702,35.2422296,"https://www.google.com/maps/search/?api=1&query=37.0167702,35.2422296",node/11607641307
Adana,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/53567-285784/turgut-ozal-bulvari-no98,,,,no,,,,37.0478325,35.2997780,"https://www.google.com/maps/search/?api=1&query=37.0478325,35.2997780",node/11607653981
Adana,Starbucks,cafe,coffee_shop,,,,,,,,,,37.0385400,35.3154766,"https://www.google.com/maps/search/?api=1&query=37.0385400,35.3154766",node/14015732766
Adana,Starbucks cafe,cafe,,,,,,,,,,,37.0577324,35.3624686,"https://www.google.com/maps/search/?api=1&query=37.0577324,35.3624686",node/642354651
Adana,Sucukçu Efendi,fast_food,,+903222348833,,,"Su-Fr 04:00-01:30, Sa 04:00-02:15",,,Bülent Angın Bulvarı 133 A,Çukurova,Mahfesığmaz Mahallesi,37.0306747,35.3133711,"https://www.google.com/maps/search/?api=1&query=37.0306747,35.3133711",node/7418639021
Adana,Sumaç Döner,restaurant,turkish,,,,,,,Fazlı Meto Caddesi 88,Çukurova,Yüzüncüyıl Mahallesi,37.0336678,35.2403726,"https://www.google.com/maps/search/?api=1&query=37.0336678,35.2403726",node/12624046629
Adana,Söğüşçü Arab'ın Yeri,restaurant,,,,,,,,,,,36.9990628,35.3254915,"https://www.google.com/maps/search/?api=1&query=36.9990628,35.3254915",node/13510349900
Adana,Tadım Cafe,restaurant,doner,+90 539 598 50 10,,,Mo-Sa 09:00-20:00,,,84206 Sokak 22,Çukurova,Belediye Evleri Mahallesi,37.0424309,35.2595248,"https://www.google.com/maps/search/?api=1&query=37.0424309,35.2595248",node/6643488847
Adana,Taksim Beyoğlu Cafe,cafe,,,,,,,,,,,37.0286722,35.3139785,"https://www.google.com/maps/search/?api=1&query=37.0286722,35.3139785",node/7418471304
Adana,Tantunici İsmail Abi,fast_food,,,,,,,,,,,37.0340123,35.2695415,"https://www.google.com/maps/search/?api=1&query=37.0340123,35.2695415",node/6838358607
Adana,Target Cafe,cafe,,,,,,,,,,,37.0586536,35.3602420,"https://www.google.com/maps/search/?api=1&query=37.0586536,35.3602420",node/642354647
Adana,Tarihi Atmaca Mangal Keyfi,restaurant,,,,,,,,,,,37.0627266,35.2904030,"https://www.google.com/maps/search/?api=1&query=37.0627266,35.2904030",node/5254201923
Adana,Tarihi Nuri Has Kebapçısı,restaurant,,,,,,,,,,,36.9853157,35.3249781,"https://www.google.com/maps/search/?api=1&query=36.9853157,35.3249781",node/10310159309
Adana,Tarihi Taşköprü Bici Bici,fast_food,dessert,,,,,,,,,,36.9871201,35.3334463,"https://www.google.com/maps/search/?api=1&query=36.9871201,35.3334463",node/11288650028
Adana,Tarmak kantin,restaurant,,,,,,,,,,,37.0584568,35.3571750,"https://www.google.com/maps/search/?api=1&query=37.0584568,35.3571750",node/675370780
Adana,Tat Börek,cafe,,,,,,,,,,,37.0346614,35.2613609,"https://www.google.com/maps/search/?api=1&query=37.0346614,35.2613609",node/6835225561
Adana,Tatlıcı Köse,cafe,,,,,,,,,,,37.0360709,35.2941229,"https://www.google.com/maps/search/?api=1&query=37.0360709,35.2941229",node/4997949822
Adana,Taşpınar Dinlenme Tesisleri,restaurant,,,,,,,,Ankara-Adana yolu,Pozantı,,37.4339418,34.8761666,"https://www.google.com/maps/search/?api=1&query=37.4339418,34.8761666",node/6090910886
Adana,The Sultan's Inn,restaurant,,,,,,,,,,,36.9993547,35.4395509,"https://www.google.com/maps/search/?api=1&query=36.9993547,35.4395509",way/624800650
Adana,Tombiş Cafe,restaurant,doner,,,,,,,,,,37.0462184,35.2946062,"https://www.google.com/maps/search/?api=1&query=37.0462184,35.2946062",node/13514292942
Adana,Toroslar Dinlenme Tesisleri,restaurant,turkish,,,,,,,,Pozantı,Gökbez,37.4474401,34.8803135,"https://www.google.com/maps/search/?api=1&query=37.4474401,34.8803135",way/1300762302
Adana,TRC AMERICAN Burger,fast_food,burger,,,,,,,,Seyhan,Cemalpaşa,36.9991536,35.3246180,"https://www.google.com/maps/search/?api=1&query=36.9991536,35.3246180",node/13232322058
Adana,Tufan Fidan Mola,restaurant,,,,,,,,,,,37.0358053,36.0474012,"https://www.google.com/maps/search/?api=1&query=37.0358053,36.0474012",node/12395991501
Adana,Tunne's cafe,cafe,,,,,,,,,,,37.0585318,35.3610147,"https://www.google.com/maps/search/?api=1&query=37.0585318,35.3610147",node/764558046
Adana,Turaç Cafe,cafe,,,,,,,,,,,37.0577176,35.3515432,"https://www.google.com/maps/search/?api=1&query=37.0577176,35.3515432",node/639283893
Adana,Turkuaz,restaurant,,,,,,,,,,,37.0616286,35.3518999,"https://www.google.com/maps/search/?api=1&query=37.0616286,35.3518999",node/642354581
Adana,Turkuaz Döner,fast_food,,,,,,,,,,,37.0358272,35.2946689,"https://www.google.com/maps/search/?api=1&query=37.0358272,35.2946689",node/5001009125
Adana,Türkmen Mangal Keyfi,restaurant,,+90 538 646 65 45,,,,,,84206 Sokak 11/A,Çukurova,Belediye Evleri Mahallesi,37.0425212,35.2593846,"https://www.google.com/maps/search/?api=1&query=37.0425212,35.2593846",node/6643517085
Adana,Van Kahvaltı Sarayı & Cafe,cafe,,,,,,,,,,,37.0442148,35.3098861,"https://www.google.com/maps/search/?api=1&query=37.0442148,35.3098861",node/5254245453
Adana,Varda Çardak Cafe Restaurant,fast_food,turkish;coffee_shop,,,,,,,Kıralan Köyü Yolu,Karaisalı,Hacıkırı,37.2455717,34.9783137,"https://www.google.com/maps/search/?api=1&query=37.2455717,34.9783137",way/1446059469
Adana,Varda Çardak Cafe Restaurant,fast_food,,,,,,,,Kıralan Köyü Yolu,Karaisalı,,37.2455759,34.9785682,"https://www.google.com/maps/search/?api=1&query=37.2455759,34.9785682",way/1446059472
Adana,Venedik Pastanesi,cafe,,,,,,,,,,,37.0355811,35.3141224,"https://www.google.com/maps/search/?api=1&query=37.0355811,35.3141224",node/5857266387
Adana,Vivaldi,restaurant,,,,,,,,,,,37.0584277,35.3612747,"https://www.google.com/maps/search/?api=1&query=37.0584277,35.3612747",node/638216692
Adana,Viyaduk kafeteria,cafe,,,,,,,,,,,37.0563274,35.3615688,"https://www.google.com/maps/search/?api=1&query=37.0563274,35.3615688",node/764558053
Adana,Yağlar Kebap,restaurant,turkish,,,,,,,,,,37.0402406,35.3070182,"https://www.google.com/maps/search/?api=1&query=37.0402406,35.3070182",node/11141080626
Adana,Yelkoma Balık,restaurant,seafood,,,,,,,,,,37.0401170,35.3074137,"https://www.google.com/maps/search/?api=1&query=37.0401170,35.3074137",node/11141080623
Adana,Yelkoma Balık,restaurant,seafood,,,,,,,,,,37.0401079,35.3072545,"https://www.google.com/maps/search/?api=1&query=37.0401079,35.3072545",node/11141080624
Adana,Yemen Kahvesi,cafe,,+90 534 202 60 63,,,,,,,,,37.0284667,35.3134448,"https://www.google.com/maps/search/?api=1&query=37.0284667,35.3134448",node/7418471300
Adana,YesDo Express Dürüm,fast_food,,,,,,,,,,,37.0298746,35.3146491,"https://www.google.com/maps/search/?api=1&query=37.0298746,35.3146491",node/7418533995
Adana,Yeşil Kapı Kebap,fast_food,,,,,,,,,,,36.9974447,35.3316446,"https://www.google.com/maps/search/?api=1&query=36.9974447,35.3316446",node/6472784685
Adana,yüzevler,restaurant,,,,,Mo-Su 07:00-23:00,,wlan,Ziyapaşa Bulvarı,,,37.0002776,35.3197600,"https://www.google.com/maps/search/?api=1&query=37.0002776,35.3197600",node/5906131285
Adana,Çakır Restaurant,restaurant,,,,,,,,,,,36.9552500,35.6079821,"https://www.google.com/maps/search/?api=1&query=36.9552500,35.6079821",node/10119249200
Adana,Çapa Restoran,restaurant,,,,,,,wlan,,,,37.0212320,35.3228117,"https://www.google.com/maps/search/?api=1&query=37.0212320,35.3228117",node/5001008235
Adana,ÇiğKöfte Dünyası,restaurant,turkish,+903229995252,,,Mo-Su 10:00-04:00,,,Adnan Kahveci Bulvarı,Çukurova,Beyazevler Mahallesi,37.0319070,35.3139217,"https://www.google.com/maps/search/?api=1&query=37.0319070,35.3139217",node/12621210163
