il,ad,tur,mutfak,telefon,website,instagram,saatler,bahce,wifi,adres,ilce,mahalle,lat,lon,harita,osm_id
Istanbul,Shadow Cafe & Restaurant,restaurant,,,,,,,,Akbıyık Caddesi,Fatih,,41.0060334,28.9807387,"https://www.google.com/maps/search/?api=1&query=41.0060334,28.9807387",node/5113620657
Istanbul,Shake Shack,fast_food,burger,,,,,,,,,,41.1097515,29.0311419,"https://www.google.com/maps/search/?api=1&query=41.1097515,29.0311419",node/5780443055
Istanbul,Shake Shack,fast_food,burger,,,,,,,,,,40.9621843,29.0773763,"https://www.google.com/maps/search/?api=1&query=40.9621843,29.0773763",node/11116132154
Istanbul,Shake Shack,fast_food,burger,,,,,,,,,,40.9936938,29.1219090,"https://www.google.com/maps/search/?api=1&query=40.9936938,29.1219090",node/12307393523
Istanbul,Shake Shack,fast_food,burger,,,,,,,,,,41.2610963,28.7410006,"https://www.google.com/maps/search/?api=1&query=41.2610963,28.7410006",node/13202550551
Istanbul,Shake Shack,fast_food,burger,,,,,,,,,,41.0512138,28.7700890,"https://www.google.com/maps/search/?api=1&query=41.0512138,28.7700890",node/14061510574
Istanbul,Shamse,restaurant,Iranian,,,,,,,,,,41.0320360,28.9766443,"https://www.google.com/maps/search/?api=1&query=41.0320360,28.9766443",node/12840989354
Istanbul,Shang Palace,restaurant,chinese,+90 212 275 88 88,https://www.shangri-la.com/istanbul/shangrila/dining/restaurants/shang-palace/,,"Mo-Su 12:00-15:00, 18:00-23:00",no,,Hayrettin İskelesi Sokağı 1,Sinanpaşa,,41.0403805,29.0053244,"https://www.google.com/maps/search/?api=1&query=41.0403805,29.0053244",node/8493543925
Istanbul,Shark Börek,cafe,,,,,,,,,,,41.0549331,28.8639550,"https://www.google.com/maps/search/?api=1&query=41.0549331,28.8639550",way/498796847
Istanbul,Shelly,cafe,,,,,,,,,,,41.0863704,29.0080422,"https://www.google.com/maps/search/?api=1&query=41.0863704,29.0080422",node/12884011768
Istanbul,Shelter Kadıköy,cafe,,,,,,,,,,,40.9956194,29.0285608,"https://www.google.com/maps/search/?api=1&query=40.9956194,29.0285608",node/5450459399
Istanbul,Sher Restaurant,restaurant,,,,,,,,,,,41.0133750,28.9766325,"https://www.google.com/maps/search/?api=1&query=41.0133750,28.9766325",node/13396860942
Istanbul,Sherbet lounge,cafe,,,,,,yes,yes,Salih Omurtak Sokak,KADIKÖY,koşuyolu mahallesi,41.0067176,29.0364676,"https://www.google.com/maps/search/?api=1&query=41.0067176,29.0364676",node/6190458959
Istanbul,shez fren,restaurant,,,,,,,,turan güneş caddesi,Zeytinburnu,,40.9909855,28.8938167,"https://www.google.com/maps/search/?api=1&query=40.9909855,28.8938167",node/5667658498
Istanbul,Shif,restaurant,,,,,,,,Hırka-i Şerif Caddesi,Fatih,,41.0212106,28.9447203,"https://www.google.com/maps/search/?api=1&query=41.0212106,28.9447203",node/5243951401
Istanbul,Shine cafe,cafe,,,,,24/7,,,,,,41.0279801,29.1911301,"https://www.google.com/maps/search/?api=1&query=41.0279801,29.1911301",node/2258710184
Istanbul,Shine Cafe,cafe,,,,,,,,Koşuyolu Caddesi,,,41.0114803,29.0383637,"https://www.google.com/maps/search/?api=1&query=41.0114803,29.0383637",node/4576885778
Istanbul,Shine İst Restaurant,restaurant,,,https://shineist.qr.menulux.com/,,,,wlan,,,,41.1243027,29.1225779,"https://www.google.com/maps/search/?api=1&query=41.1243027,29.1225779",node/6830029224
Istanbul,Shino Chicken,fast_food,,,,,,,,,,,41.0091110,28.8945828,"https://www.google.com/maps/search/?api=1&query=41.0091110,28.8945828",node/6964044892
Istanbul,Shisha Devari,bar,,,,,,,wlan,,,,41.0264944,28.9794332,"https://www.google.com/maps/search/?api=1&query=41.0264944,28.9794332",node/6296619897
Istanbul,Shoko,cafe,,,https://restaurantguru.com/Shoko-Istanbul,,,,,Dr. Erkin Caddesi,Kadıköy,Merdivenköy Mahallesi,40.9856190,29.0595048,"https://www.google.com/maps/search/?api=1&query=40.9856190,29.0595048",node/5263428035
Istanbul,Shot Bar,pub,,,,,,,,,,,40.9525751,29.0944987,"https://www.google.com/maps/search/?api=1&query=40.9525751,29.0944987",way/239109371
Istanbul,Shvili - Georgian Bistro,restaurant,georgian,+90 501 642 20 25,http://www.shvili.tr/,,Mo-Su 12:00-23:00,yes,wlan,Kurbağalıdere Caddesi 2/6,,,40.9922886,29.0368157,"https://www.google.com/maps/search/?api=1&query=40.9922886,29.0368157",node/13734921901
Istanbul,Sierra Kitap & Cafe,cafe,,,,,,,,Karakolhane Sokak 83/A,,,40.9973370,29.0289441,"https://www.google.com/maps/search/?api=1&query=40.9973370,29.0289441",node/10221075594
Istanbul,Sihirli Bahçe,restaurant,,,,,,,,,,,41.1411389,29.4810417,"https://www.google.com/maps/search/?api=1&query=41.1411389,29.4810417",node/12962112399
Istanbul,Sile balikçisi,restaurant,,,,,,,,,,,41.1734509,29.6281875,"https://www.google.com/maps/search/?api=1&query=41.1734509,29.6281875",node/11919723190
Istanbul,Silivri Belediyesi Kalepark Sosyal Tesisleri,cafe,,,,,,,,,,,41.0693574,28.2484594,"https://www.google.com/maps/search/?api=1&query=41.0693574,28.2484594",node/13040486382
Istanbul,Silivri Kapı Balıkçısı,restaurant,,,,,,,,Silivrikapı Caddesi,Fatih,,41.0070788,28.9302036,"https://www.google.com/maps/search/?api=1&query=41.0070788,28.9302036",node/5107245394
Istanbul,Sima Cafe,restaurant,turkish,+90 249 6060,,,,,,,,,41.0362969,28.9921797,"https://www.google.com/maps/search/?api=1&query=41.0362969,28.9921797",node/3282848666
Istanbul,simarik büfe,cafe,,+90 216 496 00 53,,,,,,Dumlupınar Caddesi,Sultanbeyli,,40.9680959,29.2537379,"https://www.google.com/maps/search/?api=1&query=40.9680959,29.2537379",node/5542883629
Istanbul,Simgur kafe,cafe,,,,,,,,,Fatih,,41.0134058,28.9609265,"https://www.google.com/maps/search/?api=1&query=41.0134058,28.9609265",node/5110342189
Istanbul,Simidin Tadı,cafe,,,,,,yes,yes,,,,41.0154868,29.1901285,"https://www.google.com/maps/search/?api=1&query=41.0154868,29.1901285",node/5482100786
Istanbul,Simit,fast_food,,,,,,,,,,,41.0102899,28.9740867,"https://www.google.com/maps/search/?api=1&query=41.0102899,28.9740867",node/9950497918
Istanbul,Simit Cafe,cafe,,,,,,,,Divan yolu caddesi,Fatih,,41.0081231,28.9738987,"https://www.google.com/maps/search/?api=1&query=41.0081231,28.9738987",node/5113487676
Istanbul,Simit Cafe,cafe,,,,,,,,Akdeniz Caddesi,Fatih,,41.0167480,28.9421913,"https://www.google.com/maps/search/?api=1&query=41.0167480,28.9421913",node/5243950721
Istanbul,Simit Café Restaurant,restaurant,turkish,,https://simitcaferestaurant.com/,,Mo-Su 08:00-02:00,,,Fabrika Sokağı 2,Fatih,Katip Kasım Mahallesi,41.0059233,28.9539822,"https://www.google.com/maps/search/?api=1&query=41.0059233,28.9539822",node/13467814001
Istanbul,Simit İnn,restaurant,,,,,,,,Şemsettin Günaltay Caddesi 76/B,Kadıköy,Kozyatağı Mahallesi,40.9641442,29.0891498,"https://www.google.com/maps/search/?api=1&query=40.9641442,29.0891498",node/9982235293
Istanbul,Simit Salonu,cafe,,,,,,,,Turgut Özal Millet caddesi,Fatih,,41.0122353,28.9402916,"https://www.google.com/maps/search/?api=1&query=41.0122353,28.9402916",node/5075929029
Istanbul,Simit Salonu,cafe,,,,,,,,Turgut Özal Millet caddesi,Fatih,,41.0101186,28.9479532,"https://www.google.com/maps/search/?api=1&query=41.0101186,28.9479532",node/5075929061
Istanbul,Simit salonu,cafe,,,,,,,,Turgut Özal Millet caddesi,Fatih,,41.0099621,28.9516313,"https://www.google.com/maps/search/?api=1&query=41.0099621,28.9516313",node/5081274330
Istanbul,Simit Salonu,restaurant,,,,,,,,Sabuncuhanı Sokağı,Fatih,,41.0155132,28.9697474,"https://www.google.com/maps/search/?api=1&query=41.0155132,28.9697474",node/5244796195
Istanbul,Simit Saray,cafe,,,,,,,,Fevzipaşa Caddesi,Fatih,,41.0214538,28.9455086,"https://www.google.com/maps/search/?api=1&query=41.0214538,28.9455086",node/5243949950
Istanbul,Simit Saray,cafe,,,,,,,,,,,41.0066485,29.1333011,"https://www.google.com/maps/search/?api=1&query=41.0066485,29.1333011",node/7989061761
Istanbul,Simit saray,cafe,,,,,,,,,,,40.9079435,29.3186960,"https://www.google.com/maps/search/?api=1&query=40.9079435,29.3186960",node/10034675528
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,40.9910149,29.0249414,"https://www.google.com/maps/search/?api=1&query=40.9910149,29.0249414",node/2445188962
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,40.9929009,29.0250489,"https://www.google.com/maps/search/?api=1&query=40.9929009,29.0250489",node/2449446067
Istanbul,Simit Sarayı,cafe,turkish;sandwich,,,,,yes,yes,,Bağcılar,Sancatepe,41.0354169,28.8570159,"https://www.google.com/maps/search/?api=1&query=41.0354169,28.8570159",node/5105437038
Istanbul,Simit Sarayı,cafe,,,,,,,,Turgut Özal Millet Caddesi,Fatih,,41.0160843,28.9310843,"https://www.google.com/maps/search/?api=1&query=41.0160843,28.9310843",node/5106132781
Istanbul,Simit Sarayı,cafe,,,,,,,,Ankara Caddesi,Fatih,,41.0152824,28.9757771,"https://www.google.com/maps/search/?api=1&query=41.0152824,28.9757771",node/5110347260
Istanbul,Simit Sarayı,restaurant,,,,,,,,Gazi Mustafa Kemal Paşa Caddesi,Fatih,,41.0073563,28.9538387,"https://www.google.com/maps/search/?api=1&query=41.0073563,28.9538387",node/5113128255
Istanbul,Simit Sarayı,restaurant,,,,,,,,,,,41.0085042,28.6571711,"https://www.google.com/maps/search/?api=1&query=41.0085042,28.6571711",node/5197341621
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,41.0684457,28.8958835,"https://www.google.com/maps/search/?api=1&query=41.0684457,28.8958835",node/5273428799
Istanbul,Simit Sarayı,cafe,,,,,,yes,,,,,41.0802773,28.8780335,"https://www.google.com/maps/search/?api=1&query=41.0802773,28.8780335",node/5274052773
Istanbul,Simit Sarayı,fast_food,,,,,Mo-Su 08:00-20:00,yes,,Otakçılar Caddesi,Eyüp,Nişanca,41.0382188,28.9323123,"https://www.google.com/maps/search/?api=1&query=41.0382188,28.9323123",node/5288249555
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,41.0930365,28.8643018,"https://www.google.com/maps/search/?api=1&query=41.0930365,28.8643018",node/5291873181
Istanbul,Simit Sarayı,cafe,wrap;tost;omlet;kahve;tea,,,,,,,,Beyoğlu,,41.0333768,28.9768156,"https://www.google.com/maps/search/?api=1&query=41.0333768,28.9768156",node/5665683229
Istanbul,Simit Sarayı,cafe,,,,,,,,Yeni Çiftlik Caddesi,Zeytinburnu,,41.0097162,28.9088055,"https://www.google.com/maps/search/?api=1&query=41.0097162,28.9088055",node/5666801829
Istanbul,Simit Sarayı,restaurant,,,,,,,,,,,41.0361852,28.9845146,"https://www.google.com/maps/search/?api=1&query=41.0361852,28.9845146",node/6185588859
Istanbul,Simit Sarayı,fast_food,,,,,,,,,,,41.2584204,28.7487665,"https://www.google.com/maps/search/?api=1&query=41.2584204,28.7487665",node/6900852768
Istanbul,Simit Sarayı,fast_food,,,,,,,,,,,40.9951180,29.0249056,"https://www.google.com/maps/search/?api=1&query=40.9951180,29.0249056",node/7789605638
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,41.0241608,28.6238610,"https://www.google.com/maps/search/?api=1&query=41.0241608,28.6238610",node/8739742041
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,41.0381499,28.9850548,"https://www.google.com/maps/search/?api=1&query=41.0381499,28.9850548",node/9983862617
Istanbul,Simit Sarayı,fast_food,,,,,,,,,,,40.9785141,29.1148637,"https://www.google.com/maps/search/?api=1&query=40.9785141,29.1148637",node/10895305437
Istanbul,Simit Sarayı,cafe,,,,,,,yes,,,,40.8905849,29.3792685,"https://www.google.com/maps/search/?api=1&query=40.8905849,29.3792685",node/11584727088
Istanbul,Simit Sarayı,restaurant,,,,,,,,,,,41.0245039,29.0855492,"https://www.google.com/maps/search/?api=1&query=41.0245039,29.0855492",node/12055675491
Istanbul,Simit Sarayı,cafe,,,,,,,,,Pendik,Yenişehir Mahallesi,40.9361014,29.3274292,"https://www.google.com/maps/search/?api=1&query=40.9361014,29.3274292",node/12137530466
Istanbul,Simit Sarayı,cafe,,,https://www.simitsarayi.com/,,,,,,Pendik,Yenişehir Mahallesi,40.9381478,29.3250058,"https://www.google.com/maps/search/?api=1&query=40.9381478,29.3250058",node/12137659173
Istanbul,Simit Sarayı,fast_food,,,,,24/7,,,,,,41.2582866,28.7366934,"https://www.google.com/maps/search/?api=1&query=41.2582866,28.7366934",node/12335581397
Istanbul,Simit Sarayı,cafe,,,,,,,,,,,41.0270219,28.9846163,"https://www.google.com/maps/search/?api=1&query=41.0270219,28.9846163",node/12722501061
Istanbul,Simit Çarşısı,fast_food,,,,,,,,Katar Caddesi 2/99G,Sarıyer,Reşitpaşa Mahallesi,41.1081337,29.0218137,"https://www.google.com/maps/search/?api=1&query=41.1081337,29.0218137",node/13727745318
Istanbul,Simitbox,fast_food,,,,,,,,,,,40.9951948,28.7956742,"https://www.google.com/maps/search/?api=1&query=40.9951948,28.7956742",node/8021295638
Istanbul,Simitçi,fast_food,,,,,24/7,,,,,,41.0151565,28.9329464,"https://www.google.com/maps/search/?api=1&query=41.0151565,28.9329464",node/963275552
Istanbul,Simitçi Dünyası,cafe,coffee_shop,,,,,,,,,,40.9962603,28.9029224,"https://www.google.com/maps/search/?api=1&query=40.9962603,28.9029224",node/4618634328
Istanbul,Simitçi İbo,restaurant,,+902163487221,,,,,,,,,40.9953690,29.0292443,"https://www.google.com/maps/search/?api=1&query=40.9953690,29.0292443",node/6515435962
Istanbul,Simitçi Kahvesi,cafe,,,,,,,,Turgut Özal Millet Caddesi,Fatih,,41.0151160,28.9330047,"https://www.google.com/maps/search/?api=1&query=41.0151160,28.9330047",node/5106132768
Istanbul,Simurg,cafe,,,,,,,,,,,41.0134438,28.9610547,"https://www.google.com/maps/search/?api=1&query=41.0134438,28.9610547",node/5053701524
Istanbul,Simya cafe restoran,restaurant,,,,,,,,6.sokak,Bağcılar,,41.0294139,28.8695292,"https://www.google.com/maps/search/?api=1&query=41.0294139,28.8695292",node/5667748006
Istanbul,Sina - Cafe ve Doğal Ürünler Restaurant,cafe,burger;italian;sandwich;chicken;kebab;breakfast;pasta;juice;salad;bagel;brunch,+902164989985,,,Mo-Su 07:00-23:00,yes,no,Balarısı Sokak 13A,Sultanbeyli,Abdurrahmangazi Mahallesi,40.9698371,29.2573029,"https://www.google.com/maps/search/?api=1&query=40.9698371,29.2573029",node/13344113045
Istanbul,Sinanın Yeri,restaurant,,,,,,,,,,,40.8701315,29.3359676,"https://www.google.com/maps/search/?api=1&query=40.8701315,29.3359676",node/5913552261
Istanbul,Sinas Galatas vegan cafe,cafe,,,,,,,,,,,41.0273287,28.9746816,"https://www.google.com/maps/search/?api=1&query=41.0273287,28.9746816",node/4280591193
Istanbul,Sinekli Bakkal Çay Bahçesi,cafe,,+90 535 839 31 47,,,,,,Müezzin Sokağı,Fatih,,41.0082625,28.9473588,"https://www.google.com/maps/search/?api=1&query=41.0082625,28.9473588",node/5099040173
Istanbul,Sinem Dondurma,ice_cream,,,,,,,,,,,40.8767041,29.1012889,"https://www.google.com/maps/search/?api=1&query=40.8767041,29.1012889",node/9995036020
Istanbul,Sinem Dondurma,ice_cream,,,,,,,,,,,41.0515570,28.9825496,"https://www.google.com/maps/search/?api=1&query=41.0515570,28.9825496",node/11212830638
Istanbul,Sinem Dondurma,fast_food,ice_cream,,https://www.instagram.com/sinemdondurmaburgazada/,,,,,,,,40.8809154,29.0695994,"https://www.google.com/maps/search/?api=1&query=40.8809154,29.0695994",node/13316140974
Istanbul,Sinit cafe,cafe,,,,,,,,Fatih blv,Pendik,,40.9421356,29.3017172,"https://www.google.com/maps/search/?api=1&query=40.9421356,29.3017172",node/5542883755
Istanbul,Sinop Mantı,restaurant,turkish,,www.sinopmanti.com,,24/7,,,Sinanpaşa Köprüsü Sokağı 02122610374,,,41.0432300,29.0037887,"https://www.google.com/maps/search/?api=1&query=41.0432300,29.0037887",node/4210579697
Istanbul,Sinop Mantı,restaurant,,,http://sinopmantikadikoy.com,,,,,Bağdat Caddesi 203,Kadıköy,Göztepe Mahallesi,40.9738896,29.0557756,"https://www.google.com/maps/search/?api=1&query=40.9738896,29.0557756",node/11150680113
Istanbul,Sinopia Mantı Evi,restaurant,,,,,,,,Bağdat Caddesi No:168,,Fenerbahçe Mahallesi,40.9760297,29.0498230,"https://www.google.com/maps/search/?api=1&query=40.9760297,29.0498230",node/11034119224
Istanbul,Sintesi,restaurant,,,,,,,,,,,40.9941993,29.1106746,"https://www.google.com/maps/search/?api=1&query=40.9941993,29.1106746",node/11453211261
Istanbul,Sinurcafe,cafe,indian;turkish,,,,,,,,,,40.9946868,29.0299942,"https://www.google.com/maps/search/?api=1&query=40.9946868,29.0299942",node/10189031720
Istanbul,Sip'in Coffee and Smoothie,cafe,coffee_shop,,,,,yes,yes,Çobançeşme E-5 Yanyol Cad. 22,Bakırköy,Ataköy 7-8-9-10. Kısım Mah.,40.9903731,28.8345060,"https://www.google.com/maps/search/?api=1&query=40.9903731,28.8345060",node/12662354460
Istanbul,Sipahi Oğlu Cafe,cafe,,,,,,,,İbrahim Paşa Türbesi Sokak,Fatih,,41.0048949,28.9246918,"https://www.google.com/maps/search/?api=1&query=41.0048949,28.9246918",node/5107245371
Istanbul,Sir Winston Pub,pub,,,,,,,,,,,40.9941423,29.1104033,"https://www.google.com/maps/search/?api=1&query=40.9941423,29.1104033",node/11453190598
Istanbul,Sirena,bar,,,,,,,,,,,41.0195818,28.9726078,"https://www.google.com/maps/search/?api=1&query=41.0195818,28.9726078",node/5484713121
Istanbul,Sirkeci Restaurant,restaurant,,+90 212 526 26 64,,,,,,Serdar Sokak,Fatih,,41.0144853,28.9771223,"https://www.google.com/maps/search/?api=1&query=41.0144853,28.9771223",node/5108828653
Istanbul,Sirkeci Sultan Restaurant,restaurant,,,,,,,,,,,41.0141533,28.9771329,"https://www.google.com/maps/search/?api=1&query=41.0141533,28.9771329",node/12347693551
Istanbul,Sirma Cafe,cafe,,,,,,,,Sarnıç Sokak,,,40.8806089,29.0695129,"https://www.google.com/maps/search/?api=1&query=40.8806089,29.0695129",node/5052121130
Istanbul,Sirri Usta Çigköfte,restaurant,,,,,,,,Koca Mustafapaşa Caddesi,Fatih,,41.0037305,28.9280993,"https://www.google.com/maps/search/?api=1&query=41.0037305,28.9280993",node/5112725535
Istanbul,Sirtaki Meyhanesi,restaurant,turkish;seafood;kebab,+90 555 179 46 35,www.sirtakimeyhanesi.com,,,,,Cumhuriyet Caddesi 1/21,Beylikdüzü,,41.0132820,28.6444533,"https://www.google.com/maps/search/?api=1&query=41.0132820,28.6444533",node/10939799853
Istanbul,Sirvan Ocakbaşı,restaurant,,,,,,,,,,,40.9893498,29.1408678,"https://www.google.com/maps/search/?api=1&query=40.9893498,29.1408678",node/13415724606
Istanbul,Sisko Dürüm,restaurant,,,,,,,,Eskibahçe Sokağı 26,,,41.0498335,29.0251183,"https://www.google.com/maps/search/?api=1&query=41.0498335,29.0251183",node/6151815585
Istanbul,Sisore,restaurant,turkish,,,,,,,,,,41.0944962,29.0889564,"https://www.google.com/maps/search/?api=1&query=41.0944962,29.0889564",node/4583106597
Istanbul,Sissorotti Pasta,fast_food,,,,,,,,,,,40.9796006,29.1142536,"https://www.google.com/maps/search/?api=1&query=40.9796006,29.1142536",node/9127675083
Istanbul,Sit Elşam Pasta,restaurant,,+90 212 523 02 63,,,,,,Muratpaşa sokak,Fatih,,41.0111352,28.9476839,"https://www.google.com/maps/search/?api=1&query=41.0111352,28.9476839",node/5081265954
Istanbul,Site Birahanesi,pub,,,,,,,,,,,40.9806223,29.1123283,"https://www.google.com/maps/search/?api=1&query=40.9806223,29.1123283",node/9139890359
Istanbul,Site Cafe,cafe,,,,,,,,Atatürk Caddesi,Bağcılar,,41.0232683,28.8286634,"https://www.google.com/maps/search/?api=1&query=41.0232683,28.8286634",node/5667691103
Istanbul,Site kokreç,fast_food,,,,,,,,Demirciler Sitesi 8 Caddesi,Zeytinburnu,,41.0059610,28.8971047,"https://www.google.com/maps/search/?api=1&query=41.0059610,28.8971047",node/5667634462
Istanbul,Sivas Etli Ekmek Köfte,restaurant,turkish,,,,,,,,,,40.8858754,29.2658701,"https://www.google.com/maps/search/?api=1&query=40.8858754,29.2658701",node/13983598237
Istanbul,Sivas Etli Pide & Köfte,restaurant,,,,,,,,fatih bulvarı,Sultanbeyli,,40.9708554,29.2500510,"https://www.google.com/maps/search/?api=1&query=40.9708554,29.2500510",node/5542884603
Istanbul,Sivas Huzur Köfte,restaurant,,,,,,,,,,,41.2217758,28.4553502,"https://www.google.com/maps/search/?api=1&query=41.2217758,28.4553502",node/8403439243
Istanbul,Sivas Köfte,cafe,,,,,,,,,,,41.3390957,28.6898932,"https://www.google.com/maps/search/?api=1&query=41.3390957,28.6898932",node/13476430933
Istanbul,Siyez Evi,restaurant,,,,,,,,Oral Sokağı 17,Kadıköy,19 Mayıs Mahallesi,40.9678827,29.0879161,"https://www.google.com/maps/search/?api=1&query=40.9678827,29.0879161",node/13066527823
Istanbul,Skin Chickens,fast_food,chicken,,,,,,,,,,41.2611122,28.7411365,"https://www.google.com/maps/search/?api=1&query=41.2611122,28.7411365",node/13202550552
Istanbul,Skoop,restaurant,,,,,,,,Ziya-ül hak caddise,Pendik,,40.9630655,29.2699980,"https://www.google.com/maps/search/?api=1&query=40.9630655,29.2699980",node/5329335981
Istanbul,Skull and Bones Cocktail Bar,bar,,,,,,,,,,,41.0243975,28.9787830,"https://www.google.com/maps/search/?api=1&query=41.0243975,28.9787830",node/9045017517
Istanbul,Slaav lokantası,restaurant,,,,,,,,,Zeytinburnu,,40.9958877,28.9123045,"https://www.google.com/maps/search/?api=1&query=40.9958877,28.9123045",node/5667662128
Istanbul,Sliceguy,restaurant,pizza,,,,,,,,,,40.9865531,29.0266676,"https://www.google.com/maps/search/?api=1&query=40.9865531,29.0266676",node/11092476365
Istanbul,Small Kafeteria,cafe,,,,,,,,,,,41.0408622,28.9842280,"https://www.google.com/maps/search/?api=1&query=41.0408622,28.9842280",node/12510989017
Istanbul,Small Turkish Coffee,cafe,,,,,,,,,,,41.0403886,28.9834247,"https://www.google.com/maps/search/?api=1&query=41.0403886,28.9834247",node/12510989125
Istanbul,Smash House,restaurant,,,,,,,,,,,41.0512807,28.9902436,"https://www.google.com/maps/search/?api=1&query=41.0512807,28.9902436",node/13779801188
Istanbul,Smirna,cafe,,,,,,,,,,,40.8775489,29.0994100,"https://www.google.com/maps/search/?api=1&query=40.8775489,29.0994100",node/9990534059
Istanbul,Smoke Waffle & Kumpir,fast_food,,,,,,,,,,,40.9902408,29.2322502,"https://www.google.com/maps/search/?api=1&query=40.9902408,29.2322502",node/12304657557
Istanbul,Smoky Lounge,cafe,,,http://www.mahall.com.tr/,,,,yes,İncirli Caddesi 81,,,40.9926012,28.8696622,"https://www.google.com/maps/search/?api=1&query=40.9926012,28.8696622",node/6133526648
Istanbul,Sniper Coffee,cafe,,,,,,,,Turgut Özal Millet Caddesi,Fatih,,41.0138936,28.9355502,"https://www.google.com/maps/search/?api=1&query=41.0138936,28.9355502",node/5106132747
Istanbul,Snob,fast_food,burger,,,,,,,,,,41.0316794,29.2594170,"https://www.google.com/maps/search/?api=1&query=41.0316794,29.2594170",node/7550084214
Istanbul,Snob Street Food,fast_food,,,,,,,,Bağdat Caddesi 290,,,40.9682396,29.0653826,"https://www.google.com/maps/search/?api=1&query=40.9682396,29.0653826",node/5936319085
Istanbul,Snob Street Food,fast_food,,,,,,,,Dr. Esat Işık Caddesi,,,40.9838011,29.0276919,"https://www.google.com/maps/search/?api=1&query=40.9838011,29.0276919",node/5936320785
Istanbul,Snog roof,bar,,,,,,,,,,,41.0264003,28.9746149,"https://www.google.com/maps/search/?api=1&query=41.0264003,28.9746149",node/6185772371
Istanbul,Snog roof top bar,bar,,,,,,,,,,,41.0265460,28.9746955,"https://www.google.com/maps/search/?api=1&query=41.0265460,28.9746955",node/5663533734
Istanbul,Snog Rooftop Bar,bar,,,https://www.snog.com.tr/,,,,,Galip Dede Caddesi 56,Beyoğlu,,41.0265013,28.9744533,"https://www.google.com/maps/search/?api=1&query=41.0265013,28.9744533",node/5529400834
Istanbul,Sobe Cafe,cafe,,,,,,,,Karakolhane Caddesi 25-27c,Kadıköy,Rasimpaşa Mahallesi,40.9947606,29.0294530,"https://www.google.com/maps/search/?api=1&query=40.9947606,29.0294530",node/9786517775
Istanbul,SOFA,cafe,breakfast;coffee_shop;turkish,,https://www.houseofsofa.com.tr/,,Mo-Su 10:00-22:00,,,Şair Latifi Sokağı 35,,Caferağa Mahallesi,40.9842648,29.0289829,"https://www.google.com/maps/search/?api=1&query=40.9842648,29.0289829",node/11915696569
Istanbul,Sofi Döner,fast_food,,,,,,,,Fevzi paşa Caddesi,Fatih,,41.0256307,28.9405364,"https://www.google.com/maps/search/?api=1&query=41.0256307,28.9405364",node/5113609508
Istanbul,Sofia,restaurant,,,,,Mo-Su 11:00-23:00,yes,,,,,41.0097888,28.9794451,"https://www.google.com/maps/search/?api=1&query=41.0097888,28.9794451",node/1784925351
Istanbul,Sofia Cafe Lounge,fast_food,,+90 216 305 67 11,,,,,,,,,40.9301412,29.1433751,"https://www.google.com/maps/search/?api=1&query=40.9301412,29.1433751",node/12526386217
Istanbul,Sofra,restaurant,,,,,,,,,,,41.0219727,28.9765138,"https://www.google.com/maps/search/?api=1&query=41.0219727,28.9765138",node/12512834712
Istanbul,Sofra Börek,fast_food,,,,,,,,,,,41.1054337,29.0230818,"https://www.google.com/maps/search/?api=1&query=41.1054337,29.0230818",node/13326145824
Istanbul,Sofram,fast_food,turkish,,,,Mo-Su 08:00-22:00,,,Pelesenk Sokağı 1,,,41.0368797,28.9817820,"https://www.google.com/maps/search/?api=1&query=41.0368797,28.9817820",node/8013727385
Istanbul,Sofram Balık Restaurant 1978,restaurant,,,,,,,,,,,41.0529421,28.3669896,"https://www.google.com/maps/search/?api=1&query=41.0529421,28.3669896",node/12040736645
Istanbul,Sofram Karadeniz Pidesi,restaurant,turkish,,,,,,,Mazharbey Caddesi 7/C,Eyüpsultan,Rami Yenimahalle,41.0518144,28.9179959,"https://www.google.com/maps/search/?api=1&query=41.0518144,28.9179959",node/8776769469
Istanbul,Soframız,restaurant,,,,,,,,23. sokak,Bağcılar,,41.0597936,28.8543221,"https://www.google.com/maps/search/?api=1&query=41.0597936,28.8543221",node/5667673610
Istanbul,Sofular Köftecisi,restaurant,regional,,https://www.instagram.com/sofularkoftecisi/?hl=en,,,,,,,,41.1762992,29.4914815,"https://www.google.com/maps/search/?api=1&query=41.1762992,29.4914815",node/10132320239
Istanbul,Sofya kebab house,cafe,fish,,,,,,,Kadırga Limanı Caddesi 96/A,,,41.0047450,28.9709992,"https://www.google.com/maps/search/?api=1&query=41.0047450,28.9709992",node/5194805323
Istanbul,Sofya Kebab House,restaurant,,,,,,,,Kadırga Limanı Caddesi,Fatih,,41.0047251,28.9709722,"https://www.google.com/maps/search/?api=1&query=41.0047251,28.9709722",node/5244802014
Istanbul,Sofyalı 9 Restoran,restaurant,türk_mutfağı;regional;meyhane,+905332581652,https://www.sofyali.com.tr/,,Salı-Pazar 14:30-01:30,yes,wlan,Sofyalı Sokağı 9,Beyoğlu,Asmalı Mescit Mahallesi,41.0291163,28.9743233,"https://www.google.com/maps/search/?api=1&query=41.0291163,28.9743233",node/10174653450
