mekan_id,il,mekan_ad,adres,yazar,lisans,kaynak_bag
way/1153649968,34,Panorama 1453 Tarih Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Panorama_1453_History_Museum.JPG/1280px-Panorama_1453_History_Museum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,İlhami DİNÇ,Public domain,https://commons.wikimedia.org/wiki/File:Panorama_1453_History_Museum.JPG
way/1153966162,34,Büyük Saray Mozaikleri Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Mosaic_museum_Istanbul_2007_021.jpg/1280px-Mosaic_museum_Istanbul_2007_021.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Byzantine mosaic artists from the 5th century,Public domain,https://commons.wikimedia.org/wiki/File:Mosaic_museum_Istanbul_2007_021.jpg
way/1154702450,34,Şerefiye Sarnıcı,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Theodosius_cistern_08.jpg/1280px-Theodosius_cistern_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Izabela Miszczak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Theodosius_cistern_08.jpg
way/1209843521,34,Mermer Köşk,https://upload.wikimedia.org/wikipedia/commons/f/f8/Marble_Kiosk%2C_Beylerbeyi_Palace-exterior_2_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Basile Kargopoulo,Public domain,"https://commons.wikimedia.org/wiki/File:Marble_Kiosk,_Beylerbeyi_Palace-exterior_2_(cropped).jpg"
way/1508373585,34,İstanbul Havacılık Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/%C4%B0stanbul_5372.jpg/1280px-%C4%B0stanbul_5372.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,User:Darwinek,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0stanbul_5372.jpg
relation/4297527,34,Rahmi M. Koç Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Istanbul_asv2021-11_img15_Rahmi_Ko%C3%A7_Museum.jpg/1280px-Istanbul_asv2021-11_img15_Rahmi_Ko%C3%A7_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-11_img15_Rahmi_Ko%C3%A7_Museum.jpg
relation/4742554,34,Aya İrini Kilisesi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Hagia_Irene%2C_Istanbul_%2852112279404%29_%28cropped%29.jpg/1280px-Hagia_Irene%2C_Istanbul_%2852112279404%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ninara,CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Hagia_Irene,_Istanbul_(52112279404)_(cropped).jpg"
node/785102629,35,Selçuk Efes Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/EfesMuseumEingang.jpg/1280px-EfesMuseumEingang.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Klaus-Peter Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:EfesMuseumEingang.jpg
node/2435585670,35,Çeşme Müzesi,https://upload.wikimedia.org/wikipedia/commons/4/40/%C3%87e%C5%9Fme_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Nedim Ardoğa,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C3%87e%C5%9Fme_Museum.jpg
node/4815177744,35,Arkas Art Center,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/ASM_Night.jpg/1280px-ASM_Night.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Giacasso,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:ASM_Night.jpg
node/4815186884,35,İzmir Etnografya Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Izmir_Ethnography_Museum.jpg/1280px-Izmir_Ethnography_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,User:Quintucket,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Izmir_Ethnography_Museum.jpg
node/4815186885,35,Izmir Archaeology Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Museo_archeologico_di_izmir%2C_veduta.JPG/1280px-Museo_archeologico_di_izmir%2C_veduta.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,sailko,CC BY-SA 3.0,"https://commons.wikimedia.org/wiki/File:Museo_archeologico_di_izmir,_veduta.JPG"
node/5494664308,35,İzmir Müze Gemiler Müdürlüğü,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/%C4%B0nciralt%C4%B1_Sea_Museum%2C_TCG_Pirireis_%28S-343%29_%26_TCG_Ege_%28F_256%29.jpg/1280px-%C4%B0nciralt%C4%B1_Sea_Museum%2C_TCG_Pirireis_%28S-343%29_%26_TCG_Ege_%28F_256%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:%C4%B0nciralt%C4%B1_Sea_Museum,_TCG_Pirireis_(S-343)_%26_TCG_Ege_(F_256).jpg"
node/7881034486,35,Yıldız Kent Arşivi ve Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/%C3%96demi%C5%9F_Y%C4%B1ld%C4%B1z_Kent_Ar%C5%9Fivi_ve_M%C3%BCzesi_%281%29.jpg/1280px-%C3%96demi%C5%9F_Y%C4%B1ld%C4%B1z_Kent_Ar%C5%9Fivi_ve_M%C3%BCzesi_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kingbjelica,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C3%96demi%C5%9F_Y%C4%B1ld%C4%B1z_Kent_Ar%C5%9Fivi_ve_M%C3%BCzesi_(1).jpg
node/8425783259,35,Mask Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/%C4%B0zmir_Mask_M%C3%BCzesi_-_Necdet_Alpar_Evi.jpg/1280px-%C4%B0zmir_Mask_M%C3%BCzesi_-_Necdet_Alpar_Evi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ozlmktv,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C4%B0zmir_Mask_M%C3%BCzesi_-_Necdet_Alpar_Evi.jpg
node/8440636435,35,İzmir Büyükşehir Belediyesi Şehir Tiyatroları Elhamra Sahnesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Elhamra.jpg/1280px-Elhamra.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Aysenuronaran,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Elhamra.jpg
node/10311961457,35,Sanat Galerisi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Konak_Metro_Art_Gallery_01.jpg/1280px-Konak_Metro_Art_Gallery_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,BSRF,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Konak_Metro_Art_Gallery_01.jpg
node/11141615450,35,Ege Üniversitesi Etnografya Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/EGE_%C3%9CN%C4%B0VERS%C4%B0TES%C4%B0_ETNOGRAFYA_M%C3%9CZES%C4%B0_1.jpg/1280px-EGE_%C3%9CN%C4%B0VERS%C4%B0TES%C4%B0_ETNOGRAFYA_M%C3%9CZES%C4%B0_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Samizambak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:EGE_%C3%9CN%C4%B0VERS%C4%B0TES%C4%B0_ETNOGRAFYA_M%C3%9CZES%C4%B0_1.jpg
node/12593565908,35,Zübeyde Hanım Eğitim ve Müze Gemisi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Z%C3%BCbeyde_Han%C4%B1m_Ship_Museum_p24.JPG/1280px-Z%C3%BCbeyde_Han%C4%B1m_Ship_Museum_p24.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Z%C3%BCbeyde_Han%C4%B1m_Ship_Museum_p24.JPG
node/12972876695,35,İzmir Tarih ve Sanat Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/%C4%B0zmir_Tarih_ve_Sanat_M%C3%BCzesi.jpg/1280px-%C4%B0zmir_Tarih_ve_Sanat_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,BSRF,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C4%B0zmir_Tarih_ve_Sanat_M%C3%BCzesi.jpg
way/82627305,35,İzmir Doğal Yaşam Parkı,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/%C4%B0zmir_Natural_Life_Park_p1.JPG/1280px-%C4%B0zmir_Natural_Life_Park_p1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0zmir_Natural_Life_Park_p1.JPG
way/155462550,35,Key Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Key_Museum_3.jpg/1280px-Key_Museum_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Homonihilis,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Key_Museum_3.jpg
