mekan,il,website,kaynak_url,kalem,fiyat
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,RED LENTIL DUMPLING,400.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,BEETROOT HUMMUS,400.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,ANATOLIAN CHEESE PLATTER,1350.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,CRISP SHRIMP PURI SPHERES,800.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,Zucchini Flower Dolma,550.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,HOUSE CURED BEEF BRESAOLA,800.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,CHEESE CROUQUETAS,700.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,SALT & PEPPER CALAMARİ,750.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,GRATİN AUBERGİNE WİTH FETA CHEESE,550.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,DUCK SAMOSA,450.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,QUİNOA SALAD,850.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,TOMATO AND ARUGULA,700.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,CROQUETS,730.0
360 Istanbul,,https://360istanbul.com,https://360istanbul.com/web_menu_pdf/dinner_sushi_menu_en.pdf,SALMON CEVICHE SALAD,800.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,TRÜFLÜ PİDE,900.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,YANIK TİRAMİSU SUNDAE,490.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CHOUQUETTES,340.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ÇİKOLATA MOUSSE,380.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BAKED ALASKA,430.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,MAVİ KUYRUK KARİDES,1250.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,DANA KABURGA,1250.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,LEVREK,1250.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,STEAK FRITES,1420.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ROTİ BUTTER TAVUK BUT,850.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ET ŞİNİTZEL,1050.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,COZY IZGARA KÖFTE,980.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ÇITIR TAVUK,780.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,TABAĞI,840.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KIZARMIŞ ASLAN BALIĞI,900.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ÇITIR MÜCVER PİDE,880.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,YAZ SEBZELİ RIGATE,700.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,DENİZ MAHSÜLLÜ TAGLIARINI,1150.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,PEYNİRLİ RAVIOLI,790.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,MARGHERITA,610.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,MANTAR PİZZA,790.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,PROSCIUTTO PİZZA,1300.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BBQ TİFTİK ETLİ PİZZA,1150.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ACILI PEPPERONİ PİZZA,980.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,AVOKADO TOSTADA,950.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,TARTAR TRIO,900.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KIRMIZI KARİDES CARPACIO,1200.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ET TARTAR,1060.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ET TATAKI,980.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KÖZLENMİŞ BEZELYE & ENGİNAR EZMESİ,730.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,FIRIN PANCAR CARPACCIO,680.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KUMKUATLI KABAK CARPACCIO,780.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,COZY YEŞİL SALATA,580.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,YAZ SALATASI,680.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,VEGAN PİZZA,840.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,REZENELİ BEBEK ENGİNAR SALATASI,750.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,+ Izgara Tavuk,320.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,Sorbet kan portakalı,180.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SEZAR SALATA,620.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KARİDES DUMPLING,850.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,TRUFFLE PIDE,900.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BURNT TIRAMISU SUNDAE,490.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CHOCOLATE MOUSSE,380.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BEEF RIBS,1250.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SEA BASS,1250.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ROTI BUTTER CHICKEN,850.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BEEF SCHNITZEL,1050.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,COZY GRILLED MEATBALLS,980.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CRISPY CHICKEN,780.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CRISPY SEAFOOD PLATE,840.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,FRIED LIONFISH,900.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CRISPY ZUCCHINI FRITTER PIDE,880.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SUMMER VEGETABLE RIGATE,700.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SEAFOOD TAGLIARINI,1150.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CHEESE RAVIOLI,790.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,MUSHROOM PIZZA,790.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,PROSCIUTTO PIZZA,1300.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BBQ PULLED BEEF PIZZA,1150.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SPICY PEPPERONI PIZZA,980.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,AVOCADO TOSTADA,950.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CHARRED PEA & ARTICHOKE PURÉE,730.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,ROASTED BEET CARPACCIO,680.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,KUMQUAT ZUCCHINI CARPACCIO,780.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,COZY GREEN SALAD,580.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SUMMER SALAD,680.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,VEGAN PIZZA,840.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,BABY ARTICHOKE & FENNEL SALAD,750.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,+ Grilled Chicken,320.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,Sorbet Blood orange,180.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,CAESAR SALAD,620.0
Cozy Etiler,,https://cozyistanbul.com.tr,https://cozyistanbul.com.tr/wp-content/uploads/2025/06/Cozy-Menü-Mayis-Revize.pdf,SHRIMP DUMPLINGS,850.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FERN DANA / DOMUZ,890.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,GUACAMOLE & BACON,940.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,DANA/ DOMUZ BACON,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CROQUE MADAME,890.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BURRATA KURU ET,940.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,STRACCIATELLA ROSTO DOMATES,950.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SOMON LOX,890.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ISPANAK & MANTAR,825.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KAVURMA & GÖZ YUMURTA,820.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,HİNDI FÜME & LABNE,800.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,TAZE MEYVELİ NAPOLYON,750.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KARAMELİZE MUZ,700.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ÇİKOLATA & TAZE MEYVE,750.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KARABUĞDAY PANCAKE - TATLI,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KAHVALTI SALATASI,610.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,OVERNIGHT OAT,560.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FİT OMLET,550.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SCRAMBLED EGG,610.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,EGGSLUT,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KARABUĞDAY PANCAKE - TUZLU,580.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,EGGMAYO TARTINE,570.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BAGET SANDVİÇ,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CIABATTA CAPRESE SANDVİÇ,660.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,VEGAN TOST,560.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KUŞKONMAZ & KURU ET KIŞ,490.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CHICKEN KATSU SANDO,620.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BURATTA SALATASI,700.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CIABATTA TİFTİK SANDVİÇ,660.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CHICKENMELT SANDVİÇ,680.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PUTTANESCA CASARECCE,650.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,WALDORF SALATA,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KALE SEZAR SALATA,580.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PADRON BİBER İSLİ PAPRİKA AİOLİ,540.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CACİO PEPE,690.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BOLOGNESE LINGUINE,700.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KABAK TEMPURA,520.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PATATAS BRAVAS,500.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PAN CON TOMATE & SARDINES,600.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SOMON & SİYAH PİRİNÇ,950.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BAHAR CACIĞI,520.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ŞAKŞUKA,540.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SPICY BEAN BASMATI,560.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FERN KASE,590.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,TURNA YEMISLI AYRANASI,250.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SHRIMP ROLL SANDWICH,660.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PATLICANLI IZGARA TAVUK,670.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,DELİCATESSEN JAR,530.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,IZGARA KARİDES & FAVA,620.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,TAZE DOMATES KARİDES MAKARNA,750.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ESPRESSO,180.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,AMERICANO,225.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BULLETPROOF,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,MACCHIATO,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,PICCOLO,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CORTADO,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FLAT WHITE,260.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,AMERICANO,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FLAT WHITE,290.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,LATTE,280.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KARAMEL LATTE,320.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,TUZLU KARAMEL LATTE,320.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,VANİLYA LATTE,320.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ESPRESSO MARTINI,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ORANGE BLOSSOM ESPRESSO TONIC,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,COLD BREW,270.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,COLD BREW IRISH,285.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,EARL GREY,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ENGLISH BREAKFAST,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,JASMINE GOLD,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,GREEN DRAGON,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ROOIBOS CREAM ORANGE,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,AYUVERDA HERBS & GINGER,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,WHITE TEA AND CASSIS,240.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,JASMINE PEARL & PINEAPPLE,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ROOIBOS & VANILLA WITH PEACH,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,WILD BERRIES,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KHARKADE,295.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FERN SMOOTHIE,360.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,FIT SMOOTHIE,375.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ELDERFLOWER,330.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CHELSEA GIRLS ICE TEA,285.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,KUZU KULAĞI,330.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SATSUMA COOLER,250.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,BERRY ICE TEA & SODA,250.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,CHURCHILL,160.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,ORANGE JUICE,250.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SLOW JUICE GREEN,305.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SLOW JUICE ORANGE,285.0
Fern Cafe,,https://fern.ist,http://fern.ist/wp-content/uploads/2026/07/Kitchen-soft.pdf,SLOW JUICE RED,295.0
